,Station information:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
1125,Waipara West Ews,20230216,1400,18.2,14.5,65,11.5,
1126,Waipara West Ews,20230216,1500,18.7,14.6,62,11.3,
1127,Waipara West Ews,20230216,1600,17.8,14.1,64,10.9,
1128,Waipara West Ews,20230216,1700,17.8,14,63,10.7,
1129,Waipara West Ews,20230216,1800,16.8,13.5,67,10.7,
1130,Waipara West Ews,20230216,1900,15.6,12.7,70,10.2,
1131,Waipara West Ews,20230216,2000,13.8,11.8,77,9.9,
1132,Waipara West Ews,20230216,2100,13.8,11.8,78,10,
1133,Waipara West Ews,20230216,2200,13.7,11.7,77,9.8,
1134,Waipara West Ews,20230216,2300,14.4,12.1,75,10,
1135,Waipara West Ews,20230217,0,13.8,11.4,73,9.1,
1136,Waipara West Ews,20230217,100,14.2,11.6,71,9,
1137,Waipara West Ews,20230217,200,14.2,11.8,74,9.6,
1138,Waipara West Ews,20230217,300,14.3,12,75,10,
1139,Waipara West Ews,20230217,400,13.9,11.9,78,10.2,
1140,Waipara West Ews,20230217,500,13.9,12,79,10.3,
1141,Waipara West Ews,20230217,600,13.7,12.2,83,10.9,
1142,Waipara West Ews,20230217,700,14,12.5,83,11.2,
1143,Waipara West Ews,20230217,800,14.6,12.8,80,11.2,
1144,Waipara West Ews,20230217,900,15.7,13.4,76,11.5,
1145,Waipara West Ews,20230217,1000,16.4,13.5,70,10.9,
1146,Waipara West Ews,20230217,1100,17.8,14,63,10.7,
1147,Waipara West Ews,20230217,1200,18.6,14.4,61,11,
1148,Waipara West Ews,20230217,1300,18.9,15.7,70,13.3,
1149,Waipara West Ews,20230217,1400,19.3,15,61,11.6,
1150,Waipara West Ews,20230217,1500,18.9,15.4,67,12.7,
1151,Waipara West Ews,20230217,1600,17.8,14.6,69,12.1,
1152,Waipara West Ews,20230217,1700,17.9,14.5,67,11.7,
1153,Waipara West Ews,20230217,1800,17,14.2,72,11.9,
1154,Waipara West Ews,20230217,1900,15.9,13.6,76,11.7,
1155,Waipara West Ews,20230217,2000,15.3,13.4,80,11.9,
1156,Waipara West Ews,20230217,2100,15,13.3,82,12,
1157,Waipara West Ews,20230217,2200,14.8,13.8,89,13,
1158,Waipara West Ews,20230217,2300,14.7,13.8,90,13.1,
1159,Waipara West Ews,20230218,0,14.6,13.7,90,13,
1160,Waipara West Ews,20230218,100,14.3,13.4,90,12.7,
1161,Waipara West Ews,20230218,200,12,11.5,94,11.1,
1162,Waipara West Ews,20230218,300,10.5,10.3,97,10,
1163,Waipara West Ews,20230218,400,11,10.6,95,10.2,
1164,Waipara West Ews,20230218,500,10.7,10.3,95,9.9,
1165,Waipara West Ews,20230218,600,10.9,10.5,95,10.1,
1166,Waipara West Ews,20230218,700,12.6,11.9,91,11.2,
1167,Waipara West Ews,20230218,800,14.9,13.3,83,12,
1168,Waipara West Ews,20230218,900,18.4,15.4,71,13.1,
1169,Waipara West Ews,20230218,1000,20,16.2,66,13.5,
1170,Waipara West Ews,20230218,1100,21.6,16.8,59,13.3,
1171,Waipara West Ews,20230218,1200,22,17.2,60,13.9,
1172,Waipara West Ews,20230218,1300,22.4,17.2,57,13.5,
1173,Waipara West Ews,20230218,1400,23.2,17.5,54,13.4,
1174,Waipara West Ews,20230218,1500,23.1,17.5,55,13.6,
1175,Waipara West Ews,20230218,1600,21.8,17.1,60,13.7,
1176,Waipara West Ews,20230218,1700,22.4,17.3,58,13.8,
1177,Waipara West Ews,20230218,1800,21.8,15.9,51,11.2,
1178,Waipara West Ews,20230218,1900,19.1,15.8,69,13.3,
1179,Waipara West Ews,20230218,2000,16.5,14.8,82,13.4,
1180,Waipara West Ews,20230218,2100,14.9,13.7,87,12.8,
1181,Waipara West Ews,20230218,2200,14.4,13.2,87,12.3,
1182,Waipara West Ews,20230218,2300,13.6,12.8,91,12.2,
1183,Waipara West Ews,20230219,0,13.2,12.4,91,11.8,
1184,Waipara West Ews,20230219,100,12.6,12.1,94,11.7,
1185,Waipara West Ews,20230219,200,11.7,11.2,94,10.8,
1186,Waipara West Ews,20230219,300,13.9,12.7,86,11.6,
1187,Waipara West Ews,20230219,400,18.4,14.1,60,10.5,
1188,Waipara West Ews,20230219,500,15.2,13,76,11,
1189,Waipara West Ews,20230219,600,13.7,12.1,82,10.7,
1190,Waipara West Ews,20230219,700,14.9,13.2,81,11.7,
1191,Waipara West Ews,20230219,800,20.9,15.8,56,11.8,
1192,Waipara West Ews,20230219,900,23.5,16.6,46,11.2,
1193,Waipara West Ews,20230219,1000,25.1,17.4,43,11.7,
1194,Waipara West Ews,20230219,1100,25.8,17,37,10,
1195,Waipara West Ews,20230219,1200,26.6,17.6,37,10.7,
1196,Waipara West Ews,20230219,1300,27.1,17.8,36,10.8,
1197,Waipara West Ews,20230219,1400,27.8,18,34,10.5,
1198,Waipara West Ews,20230219,1500,27.2,18.2,38,11.7,
1199,Waipara West Ews,20230219,1600,26.1,17,36,9.9,
1200,Waipara West Ews,20230219,1700,25.8,17,37,10,
1201,Waipara West Ews,20230219,1800,25.2,16.4,36,9.1,
1202,Waipara West Ews,20230219,1900,23.3,15.7,41,9.3,
1203,Waipara West Ews,20230219,2000,22.3,15.2,43,9.1,
1204,Waipara West Ews,20230219,2100,20.7,14.6,48,9.3,
1205,Waipara West Ews,20230219,2200,20.2,14.4,50,9.5,
1206,Waipara West Ews,20230219,2300,20,14.3,50,9.3,
1207,Waipara West Ews,20230220,0,17.7,14.4,68,11.7,
1208,Waipara West Ews,20230220,100,15.8,13.4,75,11.4,
1209,Waipara West Ews,20230220,200,14.1,12.7,84,11.5,
1210,Waipara West Ews,20230220,300,12.4,11.5,89,10.6,
1211,Waipara West Ews,20230220,400,11.5,11.1,95,10.7,
1212,Waipara West Ews,20230220,500,10.8,10.6,97,10.4,
1213,Waipara West Ews,20230220,600,11.8,11.2,93,10.7,
1214,Waipara West Ews,20230220,700,13.4,12.4,88,11.5,
1215,Waipara West Ews,20230220,800,16.5,14.2,76,12.3,
1216,Waipara West Ews,20230220,900,20.3,16.3,64,13.3,
1217,Waipara West Ews,20230220,1000,23.3,17.3,52,12.9,
1218,Waipara West Ews,20230220,1100,24.8,17.6,46,12.4,
1219,Waipara West Ews,20230220,1200,26.8,18.6,42,12.8,
1220,Waipara West Ews,20230220,1300,27.1,19.8,48,15.2,
1221,Waipara West Ews,20230220,1400,29.4,18.2,29,9.5,
1222,Waipara West Ews,20230220,1500,29.5,18.6,31,10.6,
1223,Waipara West Ews,20230220,1600,28.6,18.2,32,10.3,
1224,Waipara West Ews,20230220,1700,28,17.9,33,10.2,
1225,Waipara West Ews,20230220,1800,26.4,17.3,36,10.1,
1226,Waipara West Ews,20230220,1900,25,16.2,36,8.9,
1227,Waipara West Ews,20230220,2000,23.7,16,41,9.7,
1228,Waipara West Ews,20230220,2100,23.2,16.3,46,11,
1229,Waipara West Ews,20230220,2200,23,16.5,48,11.4,
1230,Waipara West Ews,20230220,2300,22.5,16.2,49,11.3,
1231,Waipara West Ews,20230221,0,22.3,15.9,48,10.8,
1232,Waipara West Ews,20230221,100,21.8,15.8,50,10.9,
1233,Waipara West Ews,20230221,200,21.1,15.4,52,10.9,
1234,Waipara West Ews,20230221,300,21.3,15.3,50,10.5,
1235,Waipara West Ews,20230221,400,19.7,14.9,57,11,
1236,Waipara West Ews,20230221,500,19.5,14.8,58,11,
1237,Waipara West Ews,20230221,600,18.9,14.7,61,11.2,
1238,Waipara West Ews,20230221,700,20.4,15.7,59,12.1,
1239,Waipara West Ews,20230221,800,22.2,16.9,56,13,
1240,Waipara West Ews,20230221,1400,30.1,19.8,35,13,
1241,Waipara West Ews,20230221,1500,31.1,20.6,35,13.8,
1242,Waipara West Ews,20230221,1600,30.1,19.8,35,13,
1243,Waipara West Ews,20230221,1700,28.7,19,36,12.2,
1244,Waipara West Ews,20230221,1800,27.3,18.6,40,12.5,
1245,Waipara West Ews,20230221,1900,25.4,18.1,46,13,
1246,Waipara West Ews,20230221,2000,24.1,17.5,49,12.7,
1247,Waipara West Ews,20230221,2100,23.8,17.4,50,12.8,
1248,Waipara West Ews,20230221,2200,20.4,16.4,64,13.4,
1249,Waipara West Ews,20230221,2300,17.6,16.1,85,15.1,
1250,Waipara West Ews,20230222,0,16.3,15.5,91,14.8,
1251,Waipara West Ews,20230222,100,16.2,15.3,90,14.6,
1252,Waipara West Ews,20230222,200,17,15.7,87,14.8,
1253,Waipara West Ews,20230222,300,17,15.7,87,14.8,
1254,Waipara West Ews,20230222,400,15.8,14.8,89,14,
1255,Waipara West Ews,20230222,500,14.7,13.3,85,12.2,
1256,Waipara West Ews,20230222,600,14.7,12.9,80,11.3,
1257,Waipara West Ews,20230222,700,14.7,12.9,80,11.3,
1258,Waipara West Ews,20230222,800,14.6,12.9,81,11.4,
1259,Waipara West Ews,20230222,900,14.4,13.2,87,12.3,
1260,Waipara West Ews,20230222,1000,14.2,13.2,89,12.4,
1261,Waipara West Ews,20230222,1100,13.2,12.6,93,12.1,
1262,Waipara West Ews,20230222,1200,12.6,12.2,95,11.8,
1263,Waipara West Ews,20230222,1300,12.8,12.2,93,11.7,
1264,Waipara West Ews,20230222,1400,13.1,12.5,93,12,
1265,Waipara West Ews,20230222,1500,12.7,12,92,11.4,
1266,Waipara West Ews,20230222,1600,11.9,10.9,88,10,
1267,Waipara West Ews,20230222,1700,11,10.5,94,10.1,
1268,Waipara West Ews,20230222,1800,10.6,9.9,91,9.2,
1269,Waipara West Ews,20230222,1900,10.1,9.3,90,8.6,
1270,Waipara West Ews,20230222,2000,10.1,9.3,90,8.6,
1271,Waipara West Ews,20230222,2100,9.8,9,90,8.2,
1272,Waipara West Ews,20230222,2200,9.6,8.7,88,7.7,
1273,Waipara West Ews,20230222,2300,9.7,8.9,89,8,
1274,Waipara West Ews,20230223,0,10.3,9.1,85,7.9,
1275,Waipara West Ews,20230223,100,10.4,9.2,85,8,
1276,Waipara West Ews,20230223,200,10.1,9.1,87,8,
1277,Waipara West Ews,20230223,300,10.1,9.2,88,8.2,
1278,Waipara West Ews,20230223,400,10.6,9.1,81,7.5,
1279,Waipara West Ews,20230223,500,10.8,9.2,80,7.5,
1280,Waipara West Ews,20230223,600,10,9,87,8,
1281,Waipara West Ews,20230223,700,9.8,9.2,92,8.6,
1282,Waipara West Ews,20230223,800,10.7,9.3,82,7.8,
1283,Waipara West Ews,20230223,900,10.4,9,82,7.5,
1284,Waipara West Ews,20230223,1000,11.3,9.3,75,7.1,
1285,Waipara West Ews,20230223,1100,10.4,9,82,7.5,
1286,Waipara West Ews,20230223,1200,10.8,9.1,79,7.3,
1287,Waipara West Ews,20230223,1300,11,9.2,77,7.1,
1288,Waipara West Ews,20230223,1400,11.6,9.8,78,7.9,
1289,Waipara West Ews,20230223,1500,11.4,9.8,80,8.1,
1290,Waipara West Ews,20230223,1600,11.6,10.3,84,9,
1291,Waipara West Ews,20230223,1700,12.3,10.4,77,8.4,
1292,Waipara West Ews,20230223,1800,12,10.1,77,8.1,
1293,Waipara West Ews,20230223,1900,10.8,10,90,9.2,
1294,Waipara West Ews,20230223,2000,10.3,9.6,91,8.9,
1295,Waipara West Ews,20230223,2100,10.5,9.4,86,8.3,
1296,Waipara West Ews,20230223,2200,10.4,9.4,87,8.3,
1297,Waipara West Ews,20230223,2300,9.9,8.8,85,7.5,
1298,Waipara West Ews,20230224,0,9.4,8.2,84,6.9,
1299,Waipara West Ews,20230224,100,10.2,8.8,82,7.3,
1300,Waipara West Ews,20230224,200,9.3,8,82,6.4,
1301,Waipara West Ews,20230224,300,9.7,8.5,84,7.2,
1302,Waipara West Ews,20230224,400,9.4,8.2,84,6.9,
1303,Waipara West Ews,20230224,500,9,7.7,83,6.3,
1304,Waipara West Ews,20230224,600,10,8.6,82,7.1,
1305,Waipara West Ews,20230224,700,10.4,9,82,7.5,
1306,Waipara West Ews,20230224,800,10.8,9.3,81,7.7,
1307,Waipara West Ews,20230224,900,11.2,9.8,83,8.4,
1308,Waipara West Ews,20230224,1000,13.4,10.6,68,7.6,
1309,Waipara West Ews,20230224,1100,13.6,10.5,66,7.4,
1310,Waipara West Ews,20230224,1200,13.1,10.7,73,8.4,
1311,Waipara West Ews,20230224,1300,12.9,11.5,84,10.3,
1312,Waipara West Ews,20230224,1400,14.6,11,62,7.4,
1313,Waipara West Ews,20230224,1500,14.7,10.6,57,6.3,
1314,Waipara West Ews,20230224,1600,14.6,10.9,61,7.2,
1315,Waipara West Ews,20230224,1700,14.4,11,63,7.5,
1316,Waipara West Ews,20230224,1800,13.6,11.4,75,9.3,
1317,Waipara West Ews,20230224,1900,12.7,11.3,83,9.9,
1318,Waipara West Ews,20230224,2000,10.7,10.1,92,9.5,
1319,Waipara West Ews,20230224,2100,10.2,9.7,94,9.3,
1320,Waipara West Ews,20230224,2200,10.7,10,91,9.3,
1321,Waipara West Ews,20230224,2300,10,9.3,91,8.6,
1322,Waipara West Ews,20230225,0,10,9.4,92,8.8,
1323,Waipara West Ews,20230225,100,9.8,9.2,92,8.6,
1324,Waipara West Ews,20230225,200,8.9,8.5,94,8,
1325,Waipara West Ews,20230225,300,9.1,8.8,96,8.5,
1326,Waipara West Ews,20230225,400,9.5,9.1,94,8.6,
1327,Waipara West Ews,20230225,500,9.5,8.9,92,8.3,
1328,Waipara West Ews,20230225,600,8,7.7,96,7.4,
1329,Waipara West Ews,20230225,700,9.4,8.7,91,8,
1330,Waipara West Ews,20230225,800,10.4,9.4,87,8.3,
1331,Waipara West Ews,20230225,900,12.8,10.7,76,8.7,
1332,Waipara West Ews,20230225,1000,15.6,12.2,65,9.1,
1333,Waipara West Ews,20230225,1100,16.7,12.6,59,8.7,
1334,Waipara West Ews,20230225,1200,17.8,13.3,57,9.2,
1335,Waipara West Ews,20230225,1300,19.4,14.2,53,9.6,
1336,Waipara West Ews,20230225,1400,16.4,13.7,72,11.4,
1337,Waipara West Ews,20230225,1500,18.1,14.3,64,11.2,
1338,Waipara West Ews,20230225,1600,17.8,14.7,70,12.3,
1339,Waipara West Ews,20230225,1700,17.2,14,68,11.3,
1340,Waipara West Ews,20230225,1800,16.1,13.2,70,10.6,
1341,Waipara West Ews,20230225,1900,15.4,12.4,68,9.6,
1342,Waipara West Ews,20230225,2000,14.4,12.1,75,10,
1343,Waipara West Ews,20230225,2100,13.8,12.3,83,11,
1344,Waipara West Ews,20230225,2200,11.5,11,94,10.6,
1345,Waipara West Ews,20230225,2300,12.4,11.6,90,10.8,
1346,Waipara West Ews,20230226,0,12,11.1,89,10.3,
1347,Waipara West Ews,20230226,100,11.9,11.1,90,10.3,
1348,Waipara West Ews,20230226,200,12.1,11.2,89,10.3,
1349,Waipara West Ews,20230226,300,12.2,11.2,88,10.3,
1350,Waipara West Ews,20230226,400,12.2,11.2,88,10.3,
1351,Waipara West Ews,20230226,500,12.4,11.3,87,10.3,
1352,Waipara West Ews,20230226,600,12.4,11.4,88,10.5,
1353,Waipara West Ews,20230226,700,12.9,11.8,87,10.8,
1354,Waipara West Ews,20230226,800,13.8,12.3,83,11,
1355,Waipara West Ews,20230226,900,15.1,13.3,81,11.9,
1356,Waipara West Ews,20230226,1000,16.5,14,74,11.9,
1357,Waipara West Ews,20230226,1100,15.8,14.3,84,13.1,
1358,Waipara West Ews,20230226,1200,18.7,15.5,70,13.1,
1359,Waipara West Ews,20230226,1300,19.1,16.1,72,13.9,
1360,Waipara West Ews,20230226,1400,17.9,16.6,87,15.7,
1361,Waipara West Ews,20230226,1500,16.6,15.8,92,15.3,
1362,Waipara West Ews,20230226,1600,17.4,16.3,89,15.6,
1363,Waipara West Ews,20230226,1700,18.1,16.9,88,16.1,
1364,Waipara West Ews,20230226,1800,18.4,16.7,83,15.5,
1365,Waipara West Ews,20230226,1900,17.3,15.7,84,14.6,
1366,Waipara West Ews,20230226,2000,16.1,15.6,95,15.3,
1367,Waipara West Ews,20230226,2100,15.2,14.8,95,14.4,
1368,Waipara West Ews,20230226,2200,14.1,13.8,97,13.6,
1369,Waipara West Ews,20230226,2300,13.7,13.5,98,13.4,
1370,Waipara West Ews,20230227,0,12.7,12.6,99,12.6,
1371,Waipara West Ews,20230227,100,11.9,11.9,100,11.9,
1372,Waipara West Ews,20230227,200,11.7,11.7,100,11.7,
1373,Waipara West Ews,20230227,300,11.6,11.6,100,11.6,
1374,Waipara West Ews,20230227,400,11.8,11.8,100,11.8,
1375,Waipara West Ews,20230227,500,12.6,12.6,100,12.6,
1376,Waipara West Ews,20230227,600,12.7,12.6,99,12.6,
1377,Waipara West Ews,20230227,700,13.4,13.3,99,13.3,
1378,Waipara West Ews,20230227,800,15.4,14.5,90,13.8,
1379,Waipara West Ews,20230227,900,17.3,15.2,79,13.6,
1380,Waipara West Ews,20230227,1000,17,14.8,78,13.1,
1381,Waipara West Ews,20230227,1100,17.2,14.9,77,13.1,
1382,Waipara West Ews,20230227,1200,19.2,15.9,69,13.4,
1383,Waipara West Ews,20230227,1300,19.5,15.8,66,13,
1384,Waipara West Ews,20230227,1400,21,16.5,61,13.2,
1385,Waipara West Ews,20230227,1500,21.2,16.8,62,13.6,
1386,Waipara West Ews,20230227,1600,20,16.2,66,13.5,
1387,Waipara West Ews,20230227,1700,19.4,16.1,69,13.6,
1388,Waipara West Ews,20230227,1800,18.4,15.9,76,14.1,
1389,Waipara West Ews,20230227,1900,16.2,14.8,85,13.7,
1390,Waipara West Ews,20230227,2000,14.4,13.8,93,13.3,
1391,Waipara West Ews,20230227,2100,14.8,14.2,93,13.7,
1392,Waipara West Ews,20230227,2200,12.8,12.5,96,12.2,
1393,Waipara West Ews,20230227,2300,11.5,11.4,99,11.3,
1394,Waipara West Ews,20230228,0,11,11,100,11,
1395,Waipara West Ews,20230228,100,10.2,10.2,100,10.2,
1396,Waipara West Ews,20230228,200,11.4,11.4,100,11.4,
1397,Waipara West Ews,20230228,300,11.3,11.2,99,11.2,
1398,Waipara West Ews,20230228,400,11,10.9,98,10.7,
1399,Waipara West Ews,20230228,500,10.6,10.5,99,10.5,
1400,Waipara West Ews,20230228,600,10.8,10.7,99,10.7,
1401,Waipara West Ews,20230228,700,11,11,100,11,
1402,Waipara West Ews,20230228,800,13,12.7,96,12.4,
1403,Waipara West Ews,20230228,900,16.4,14.9,84,13.7,
1404,Waipara West Ews,20230228,1000,19.1,15.4,66,12.6,
1405,Waipara West Ews,20230228,1100,20.7,15.7,57,11.9,
1406,Waipara West Ews,20230228,1200,20.6,16.6,65,13.8,
1407,Waipara West Ews,20230228,1300,21.3,17.1,64,14.2,
1408,Waipara West Ews,20230228,1400,19.3,15.5,65,12.6,
1409,Waipara West Ews,20230228,1500,20.6,15.4,55,11.3,
1410,Waipara West Ews,20230228,1600,20.6,15.4,55,11.3,
1411,Waipara West Ews,20230228,1700,19.7,15.4,61,12,
1412,Waipara West Ews,20230228,1800,18.3,14.5,64,11.4,
1413,Waipara West Ews,20230228,1900,15.6,13.1,74,11,
1414,Waipara West Ews,20230228,2000,14.3,12.5,80,10.9,
1415,Waipara West Ews,20230228,2100,11.8,11.1,91,10.4,
1416,Waipara West Ews,20230228,2200,10.7,10.3,95,9.9,
1417,Waipara West Ews,20230228,2300,9.9,9.6,96,9.3,
1418,Waipara West Ews,20230301,0,10.3,10,96,9.7,
1419,Waipara West Ews,20230301,100,10.5,10.1,95,9.7,
1420,Waipara West Ews,20230301,200,10.1,10,98,9.8,
1421,Waipara West Ews,20230301,300,9.2,9.1,99,9.1,
1422,Waipara West Ews,20230301,400,9.3,9.2,98,9,
1423,Waipara West Ews,20230301,500,9.3,9.1,97,8.9,
1424,Waipara West Ews,20230301,600,8.8,8.7,98,8.5,
1425,Waipara West Ews,20230301,700,9.8,9.5,96,9.2,
1426,Waipara West Ews,20230301,800,13,12.2,91,11.6,
1427,Waipara West Ews,20230301,900,16.9,14.5,76,12.7,
1428,Waipara West Ews,20230301,1000,18.8,15.2,66,12.3,
1429,Waipara West Ews,20230301,1100,20.2,16.2,64,13.2,
1430,Waipara West Ews,20230301,1200,24.3,18.2,53,14.1,
1431,Waipara West Ews,20230301,1300,25.8,18,43,12.3,
1432,Waipara West Ews,20230301,1400,26,16.5,33,8.5,
1433,Waipara West Ews,20230301,1500,26.3,16.7,33,8.8,
1434,Waipara West Ews,20230301,1600,26.2,16.6,33,8.7,
1435,Waipara West Ews,20230301,1700,26.3,16.3,31,7.9,
1436,Waipara West Ews,20230301,1800,24.9,15.8,34,8,
1437,Waipara West Ews,20230301,1900,23.2,14.9,36,7.3,
1438,Waipara West Ews,20230301,2000,22.2,14.8,41,8.3,
1439,Waipara West Ews,20230301,2100,21.8,15.1,45,9.4,
1440,Waipara West Ews,20230301,2200,21.2,14.7,46,9.1,
1441,Waipara West Ews,20230301,2300,21.2,14.6,45,8.8,
1442,Waipara West Ews,20230302,0,21.1,14.8,47,9.4,
1443,Waipara West Ews,20230302,100,20.9,14.9,49,9.8,
1444,Waipara West Ews,20230302,200,20.7,15.1,52,10.5,
1445,Waipara West Ews,20230302,300,20.9,15.3,52,10.7,
1446,Waipara West Ews,20230302,400,18.5,14.7,64,11.6,
1447,Waipara West Ews,20230302,500,20.2,15.3,57,11.4,
1448,Waipara West Ews,20230302,600,21,15.5,53,11.1,
1449,Waipara West Ews,20230302,700,20.1,15.2,57,11.3,
1450,Waipara West Ews,20230302,800,22.3,16.4,52,12,
1451,Waipara West Ews,20230302,900,23.7,16.6,45,11.1,
1452,Waipara West Ews,20230302,1000,26.2,18.1,42,12.3,
1453,Waipara West Ews,20230302,1100,27.3,18.5,39,12.1,
1454,Waipara West Ews,20230302,1200,28.2,19,38,12.6,
1455,Waipara West Ews,20230302,1300,27,19.4,46,14.4,
1456,Waipara West Ews,20230302,1400,29.4,19.1,34,11.9,
1457,Waipara West Ews,20230302,1500,28.9,18.8,34,11.5,
1458,Waipara West Ews,20230302,1600,28.4,19.1,38,12.7,
1459,Waipara West Ews,20230302,1700,28.4,19.1,38,12.7,
1460,Waipara West Ews,20230302,1800,26.7,18.3,41,12.4,
1461,Waipara West Ews,20230302,1900,23.7,17.5,51,13,
1462,Waipara West Ews,20230302,2000,20,16.1,65,13.2,
1463,Waipara West Ews,20230302,2100,19.9,15.8,63,12.7,
1464,Waipara West Ews,20230302,2200,18.8,15.4,68,12.8,
1465,Waipara West Ews,20230302,2300,18.8,15.4,68,12.8,
1466,Waipara West Ews,20230303,0,17.9,14.9,71,12.6,
1467,Waipara West Ews,20230303,100,16.8,14.4,76,12.6,
1468,Waipara West Ews,20230303,200,16.4,14.3,78,12.6,
1469,Waipara West Ews,20230303,300,15,13.4,83,12.2,
1470,Waipara West Ews,20230303,400,14,12.9,88,12.1,
1471,Waipara West Ews,20230303,500,13.9,12.9,88,12,
1472,Waipara West Ews,20230303,600,13.6,12.6,88,11.7,
1473,Waipara West Ews,20230303,700,13.9,12.9,88,12,
1474,Waipara West Ews,20230303,800,16.9,14.5,76,12.7,
1475,Waipara West Ews,20230303,900,20,16.2,66,13.5,
1476,Waipara West Ews,20230303,1000,22.4,17.9,62,14.8,
1477,Waipara West Ews,20230303,1100,23.7,18.3,57,14.7,
1478,Waipara West Ews,20230303,1200,22.1,18.5,69,16.1,
1479,Waipara West Ews,20230303,1300,21.4,18.3,73,16.4,
1480,Waipara West Ews,20230303,1400,21.9,18.9,74,17.1,
1481,Waipara West Ews,20230303,1500,20.3,18.1,80,16.8,
1482,Waipara West Ews,20230303,1600,20.5,18.5,82,17.3,
1483,Waipara West Ews,20230303,1700,19.9,18.4,86,17.5,
1484,Waipara West Ews,20230303,1800,19.8,18.5,88,17.8,
1485,Waipara West Ews,20230303,1900,19.5,18.4,89,17.6,
1486,Waipara West Ews,20230303,2000,17.2,16.9,97,16.7,
1487,Waipara West Ews,20230303,2100,16.8,16.6,98,16.5,
1488,Waipara West Ews,20230303,2200,15.4,15.3,99,15.2,
1489,Waipara West Ews,20230303,2300,17.6,17,94,16.6,
1490,Waipara West Ews,20230304,0,17.1,16.2,91,15.6,
1491,Waipara West Ews,20230304,100,16.3,15,86,14,
1492,Waipara West Ews,20230304,200,16.2,14.5,82,13.1,
1493,Waipara West Ews,20230304,300,15.8,14.2,83,12.9,
1494,Waipara West Ews,20230304,400,15.1,13.3,80,11.7,
1495,Waipara West Ews,20230304,500,15.3,13.1,77,11.3,
1496,Waipara West Ews,20230304,600,15,13.1,79,11.4,
1497,Waipara West Ews,20230304,700,15.4,13.2,77,11.4,
1498,Waipara West Ews,20230304,800,15.5,13,74,10.9,
1499,Waipara West Ews,20230304,900,16.2,13.6,73,11.4,
1500,Waipara West Ews,20230304,1000,17.2,14.2,70,11.7,
1501,Waipara West Ews,20230304,1100,17.9,14.6,68,11.9,
1502,Waipara West Ews,20230304,1200,18.2,14.7,67,12,
1503,Waipara West Ews,20230304,1300,17.2,14.7,75,12.7,
1504,Waipara West Ews,20230304,1400,15.9,14.2,82,12.8,
1505,Waipara West Ews,20230304,1500,16,14.1,80,12.6,
1506,Waipara West Ews,20230304,1600,14.9,14,90,13.3,
1507,Waipara West Ews,20230304,1700,14,13.8,98,13.7,
1508,Waipara West Ews,20230304,1800,13.4,13.2,98,13.1,
1509,Waipara West Ews,20230304,1900,13.2,13,98,12.9,
1510,Waipara West Ews,20230304,2000,12.6,12.5,99,12.5,
1511,Waipara West Ews,20230304,2100,12.6,12.5,99,12.5,
1512,Waipara West Ews,20230304,2200,12.2,11.9,96,11.6,
1513,Waipara West Ews,20230304,2300,11.9,11.7,98,11.6,
1514,Waipara West Ews,20230305,0,11.6,11.4,98,11.3,
1515,Waipara West Ews,20230305,100,11.7,11.4,96,11.1,
1516,Waipara West Ews,20230305,200,11.7,11.5,97,11.2,
1517,Waipara West Ews,20230305,300,11.2,10.8,95,10.4,
1518,Waipara West Ews,20230305,400,10.8,10.5,96,10.2,
1519,Waipara West Ews,20230305,500,10.8,10.7,98,10.5,
1520,Waipara West Ews,20230305,600,10.8,10.6,97,10.4,
1521,Waipara West Ews,20230305,700,10.7,10.4,96,10.1,
1522,Waipara West Ews,20230305,800,10.8,10.4,95,10,
1523,Waipara West Ews,20230305,900,11.4,11.1,96,10.8,
1524,Waipara West Ews,20230305,1000,11.6,11.3,96,11,
1525,Waipara West Ews,20230305,1100,11.5,11,94,10.6,
1526,Waipara West Ews,20230305,1200,11.8,11.4,95,11,
1527,Waipara West Ews,20230305,1300,11.7,11.4,96,11.1,
1528,Waipara West Ews,20230305,1400,11.8,11.2,92,10.5,
1529,Waipara West Ews,20230305,1500,11.8,11.1,91,10.4,
1530,Waipara West Ews,20230305,1600,11.5,10.6,89,9.8,
1531,Waipara West Ews,20230305,1700,11.5,10.5,88,9.6,
1532,Waipara West Ews,20230305,1800,11.8,10.5,84,9.2,
1533,Waipara West Ews,20230305,1900,11.5,10.2,84,8.9,
1534,Waipara West Ews,20230305,2000,11.5,10.2,84,8.9,
1535,Waipara West Ews,20230305,2100,11.4,10.3,86,9.2,
1536,Waipara West Ews,20230305,2200,11.3,10.2,86,9,
1537,Waipara West Ews,20230305,2300,10.7,9.8,88,8.8,
1538,Waipara West Ews,20230306,0,10.4,9.6,89,8.7,
1539,Waipara West Ews,20230306,100,9.2,8.7,93,8.1,
1540,Waipara West Ews,20230306,200,9.1,8.8,96,8.5,
1541,Waipara West Ews,20230306,300,8.6,8.4,97,8.2,
1542,Waipara West Ews,20230306,400,10.2,9.5,91,8.8,
1543,Waipara West Ews,20230306,500,10.5,9.7,89,8.8,
1544,Waipara West Ews,20230306,600,10.2,9.6,92,9,
1545,Waipara West Ews,20230306,700,9.8,9.3,93,8.7,
1546,Waipara West Ews,20230306,800,12.1,10.6,82,9.1,
