,Julian day,Date,Time,Battery,20cm soil T,1.5m air T,RH,Solar rad,rainfall,Wind speed,Vector speed,Vector dir,SD dir,PAR,0.7m air T,0.7m RH,Cumulative,Tmean,Unnamed: 18
0,,,,,,,(%),(W/m2), (mm),(m/s),(m/s),(deg),(deg),,,,rainfall,,
16551,345.0,2023-12-11,1900.0,13.64,16.43,19.57,31.27,197.3,0,5.299,4.826,260.4,24.2,0.0,20.14,30.31,366.59999999999764,,
16552,345.0,2023-12-11,1930.0,13.3,16.44,18.4,32.25,72.8,0,5.414,4.572,278.4,31.94,0.0,18.78,31.66,366.59999999999764,,
16553,345.0,2023-12-11,2000.0,13.07,16.44,17.06,35.55,18.8,0,2.784,2.411,309.2,29.68,0.0,17.2,35.35,366.59999999999764,,
16554,345.0,2023-12-11,2030.0,13.02,16.42,16.2,36.86,1.554,0,4.601,4.056,265.7,27.88,0.0,16.4,36.12,366.59999999999764,,
16555,345.0,2023-12-11,2100.0,13.03,16.39,15.53,39.52,-0.002,0,6.354,5.842,258.7,23,0.0,15.84,38.44,366.59999999999764,,
16556,345.0,2023-12-11,2130.0,13.0,16.35,14.99,41.35,-0.021,0,7.43,6.892,252.9,21.83,0.0,15.3,40.27,366.59999999999764,,
16557,345.0,2023-12-11,2200.0,13.02,16.3,14.34,45.18,-0.048,0,6.155,5.669,257.5,22.76,0.0,14.66,44.06,366.59999999999764,,
16558,345.0,2023-12-11,2230.0,12.99,16.25,14.35,43.82,-0.137,0,4.766,4.258,259.2,26.44,0.0,14.64,42.81,366.59999999999764,,
16559,345.0,2023-12-11,2300.0,13.01,16.19,14.34,42.72,-0.157,0,4.437,3.963,253.6,26.48,0.0,14.6,41.79,366.59999999999764,,
16560,345.0,2023-12-11,2330.0,12.98,16.13,14.25,44.1,-0.179,0,4.126,3.631,258.6,28.05,0.0,14.56,43.04,366.59999999999764,,
16561,346.0,2023-12-12,0.0,13.0,16.08,13.94,47.37,-0.178,0,5.17,4.732,261.4,23.57,0.0,14.26,46.27,366.59999999999764,15.662062500000003,
16562,346.0,2023-12-12,30.0,12.97,16.02,13.72,49.06,-0.184,0,4.292,3.908,264.7,24.23,0.0,14.04,47.95,366.59999999999764,,
16563,346.0,2023-12-12,100.0,12.99,15.97,13.64,49.56,-0.189,0,4.347,3.915,264.7,25.53,0.0,13.96,48.47,366.59999999999764,,
16564,346.0,2023-12-12,130.0,12.96,15.91,13.28,50.51,-0.193,0,3.685,3.305,260.8,26,0.0,13.57,49.51,366.59999999999764,,
16565,346.0,2023-12-12,200.0,12.98,15.86,13.19,50.83,-0.174,0,3.79,3.433,260.8,24.89,0.0,13.47,49.9,366.59999999999764,,
16566,346.0,2023-12-12,230.0,12.95,15.81,13.05,52.01,-0.177,0,3.16,2.824,264.4,26.41,0.0,13.32,51.09,366.59999999999764,,
16567,346.0,2023-12-12,300.0,12.97,15.76,13.25,51.27,-0.146,0,3.175,2.758,271.5,29.33,0.0,13.53,50.37,366.59999999999764,,
16568,346.0,2023-12-12,330.0,12.94,15.71,13.24,51.5,-0.113,0,2.657,2.344,268.1,27.8,0.0,13.54,50.51,366.59999999999764,,
16569,346.0,2023-12-12,400.0,12.95,15.67,13.05,51.76,-0.118,0,2.811,2.46,279.6,28.63,0.0,13.28,51.0,366.59999999999764,,
16570,346.0,2023-12-12,430.0,12.92,15.62,13.0,52.56,0.14,0,2.856,2.526,282.4,27.55,0.0,13.22,51.86,366.59999999999764,,
16571,346.0,2023-12-12,500.0,12.94,15.58,12.86,53.65,5.13,0,2.082,1.817,266.1,28.86,0.0,13.05,53.07,366.59999999999764,,
16572,346.0,2023-12-12,530.0,12.93,15.54,13.28,53.81,21.54,0,3.497,3.118,263.4,26.65,0.0,13.47,53.3,366.59999999999764,,
16573,346.0,2023-12-12,600.0,13.06,15.5,14.1,52.93,105.9,0,2.896,2.589,260.4,26.36,0.0,14.42,52.06,366.59999999999764,,
16574,346.0,2023-12-12,630.0,13.05,15.46,15.04,50.86,116.5,0,3.121,2.817,261.9,25.25,0.0,15.47,49.65,366.59999999999764,,
16575,346.0,2023-12-12,700.0,13.03,15.43,14.84,51.07,58.11,0,2.395,2.215,258.9,22.15,0.0,15.22,49.95,366.59999999999764,,
16576,346.0,2023-12-12,730.0,13.21,15.4,15.75,53.53,200.8,0,0.858,0.26,187.2,63.73,0.0,16.28,52.46,366.59999999999764,,
16577,346.0,2023-12-12,800.0,13.55,15.38,16.45,63.37,379.3,0,0.855,0.701,43.7,33.56,0.0,17.28,61.12,366.59999999999764,,
16578,346.0,2023-12-12,830.0,13.66,15.37,16.83,64.39,461.7,0,1.157,1.021,42.93,27.64,0.0,18.04,60.97,366.59999999999764,,
16579,346.0,2023-12-12,900.0,13.72,15.37,15.78,66.08,397,0,1.38,1.215,51.3,27.99,0.0,16.87,62.98,366.59999999999764,,
16580,346.0,2023-12-12,930.0,13.61,15.38,14.3,68.63,220.4,0,1.321,1.15,45.69,29.01,0.0,15.35,65.36,366.59999999999764,,
16581,346.0,2023-12-12,1000.0,13.72,15.4,13.21,70.8,288.9,0,2.364,2.239,33.25,18.63,0.0,14.26,67.92,366.59999999999764,,
16582,346.0,2023-12-12,1030.0,13.39,15.42,11.47,79.7,40.96,0,1.96,1.061,126.4,54.35,0.0,12.27,76.2,366.59999999999764,,
16583,346.0,2023-12-12,1100.0,13.29,15.36,7.04,94.7,26.1,0,3.359,2.401,150.6,43.24,0.0,7.59,91.7,366.59999999999764,,
16584,346.0,2023-12-12,1130.0,13.17,15.29,6.571,95.6,15.94,0,3.047,2.717,181.6,26.65,0.0,7.05,93.9,366.59999999999764,,
16585,346.0,2023-12-12,1200.0,13.29,15.15,6.872,94.9,89.3,0,1.44,0.815,244.1,52.92,0.0,7.39,94.0,366.59999999999764,,
16586,346.0,2023-12-12,1230.0,14.63,14.98,8.41,90.2,360.8,0,1.611,1.456,235.6,25.06,0.0,9.17,91.1,366.59999999999764,,
16587,346.0,2023-12-12,1300.0,14.21,14.83,8.93,85.1,247.7,0,1.348,1.178,282.9,28.5,0.0,9.64,84.7,366.59999999999764,,
16588,346.0,2023-12-12,1330.0,14.0,14.72,9.18,84.7,190.6,0,1.146,0.965,261.8,30.85,0.0,9.92,84.2,366.59999999999764,,
16589,346.0,2023-12-12,1400.0,13.64,14.65,7.81,90.3,60.7,0,1.192,0.998,290.5,32.5,0.0,8.39,88.5,366.59999999999764,,
16590,346.0,2023-12-12,1430.0,14.41,14.61,8.22,91.3,199.9,0,0.983,0.91,322.8,22.04,0.0,8.82,90.5,366.59999999999764,,
16591,346.0,2023-12-12,1500.0,15.98,14.58,9.1,88.8,307.1,0,1.78,1.555,279,28.73,0.0,9.8,87.7,366.59999999999764,,
16592,346.0,2023-12-12,1530.0,16.71,14.57,10.01,83.1,447.4,0,2.111,1.928,300.7,23.87,0.0,10.77,82.9,366.59999999999764,,
16593,346.0,2023-12-12,1600.0,16.41,14.57,10.7,79.7,483,0,1.942,1.715,295.6,27.7,0.0,11.44,79.7,366.59999999999764,,
16594,346.0,2023-12-12,1630.0,15.69,14.57,11.3,75.5,488,0,1.797,1.509,315.1,32.43,0.0,12.06,75.8,366.59999999999764,,
16595,346.0,2023-12-12,1700.0,14.51,14.59,10.87,74.6,260.2,0,1.494,1.378,343.9,22.57,0.0,11.71,74.2,366.59999999999764,,
16596,346.0,2023-12-12,1730.0,14.31,14.62,10.63,73.8,222,0,1.237,1.128,341.6,24.04,0.0,11.33,73.9,366.59999999999764,,
16597,346.0,2023-12-12,1800.0,14.33,14.65,10.66,77.3,155.4,0,1.111,0.855,268.8,37.03,0.0,11.4,76.3,366.59999999999764,,
16598,346.0,2023-12-12,1830.0,13.9,14.68,10.11,79.9,78.9,0,1.037,0.971,257.9,20.14,0.0,10.68,79.0,366.59999999999764,,
16599,346.0,2023-12-12,1900.0,13.66,14.71,9.95,81,41.89,0,0.704,0.615,288.3,26.52,0.0,10.42,80.4,366.59999999999764,,
16600,346.0,2023-12-12,1930.0,13.17,14.73,9.49,83.8,11.54,0,0.866,0.785,260.7,24.45,0.0,9.91,83.1,366.59999999999764,,
16601,346.0,2023-12-12,2000.0,13.04,14.75,8.95,86.8,4.113,0,0.964,0.901,282.2,20.3,0.0,9.36,85.7,366.59999999999764,,
16602,346.0,2023-12-12,2030.0,13.01,14.76,8.26,89.3,0.873,0,0.761,0.684,289.8,23.84,0.0,8.63,88.3,366.59999999999764,,
16603,346.0,2023-12-12,2100.0,13.03,14.77,8.08,88,-0.021,0,1.199,1.111,292.3,21.86,0.0,8.37,87.7,366.59999999999764,,
16604,346.0,2023-12-12,2130.0,13.0,14.77,8.17,87.7,-0.019,0,0.908,0.685,272.2,38.21,0.0,8.45,87.3,366.59999999999764,,
16605,346.0,2023-12-12,2200.0,13.02,14.77,8.19,90.1,0.001,0,0.534,0.499,7.33,16.57,0.0,8.49,89.4,366.59999999999764,,
16606,346.0,2023-12-12,2230.0,13.0,14.76,8.02,91,0,0,0.919,0.894,357.9,11.59,0.0,8.3,90.1,366.59999999999764,,
16607,346.0,2023-12-12,2300.0,13.02,14.75,7.4,91.6,0,0,0.978,0.884,316,24.28,0.0,7.65,90.9,366.59999999999764,,
16608,346.0,2023-12-12,2330.0,12.98,14.73,7.04,92.5,0,0,0.884,0.782,270.1,26.98,0.0,7.31,91.5,366.59999999999764,,
16609,347.0,2023-12-13,0.0,13.0,14.71,7.02,91.7,0,0,0.3,0.275,281.6,14.87,0.0,7.21,91.1,366.59999999999764,11.0481875,
16610,347.0,2023-12-13,30.0,12.97,14.69,6.655,94.4,0,0,0.542,0.52,349.2,13,0.0,6.87,92.5,366.59999999999764,,
16611,347.0,2023-12-13,100.0,12.98,14.67,6.394,95.2,0,0,0.108,0.069,210.6,20.63,0.0,6.617,93.3,366.59999999999764,,
16612,347.0,2023-12-13,130.0,12.94,14.64,6.286,95.7,0,0,0.198,0.196,296.6,4.551,0.0,6.407,93.6,366.59999999999764,,
16613,347.0,2023-12-13,200.0,12.96,14.62,6.426,95.5,0,0,0.531,0.502,291.4,15.72,0.0,6.646,94.4,366.59999999999764,,
16614,347.0,2023-12-13,230.0,12.92,14.58,6.593,94,0,0,0.896,0.755,301.6,32.08,0.0,6.848,93.9,366.59999999999764,,
16615,347.0,2023-12-13,300.0,12.93,14.55,6.544,94.8,0,0,0.567,0.495,2.299,24.94,0.0,6.889,93.7,366.59999999999764,,
16616,347.0,2023-12-13,330.0,12.89,14.52,6.466,95.5,0,0,0.698,0.475,337.5,41.45,0.0,6.773,94.0,366.59999999999764,,
16617,347.0,2023-12-13,400.0,12.9,14.49,6.432,96,0,0,0.91,0.853,354,18.45,0.0,6.758,94.5,366.59999999999764,,
16618,347.0,2023-12-13,430.0,12.85,14.46,6.581,96,0.105,0,1.078,1.051,1.777,12.69,0.0,6.926,94.8,366.59999999999764,,
16619,347.0,2023-12-13,500.0,12.86,14.43,6.842,95.3,2.367,0,0.659,0.6,355.3,22.53,0.0,7.18,94.6,366.59999999999764,,
16620,347.0,2023-12-13,530.0,12.83,14.41,7.2,94.4,11.96,0,0.985,0.973,3.421,8.79,0.0,7.53,94.3,366.59999999999764,,
16621,347.0,2023-12-13,600.0,12.88,14.38,7.64,92.2,28.57,0,0.709,0.317,296.4,57.95,0.0,7.93,93.4,366.59999999999764,,
16622,347.0,2023-12-13,630.0,12.87,14.36,8.72,87.6,61.19,0,0.265,0.23,196.5,24.88,0.0,8.84,91.8,366.59999999999764,,
16623,347.0,2023-12-13,700.0,13.11,14.34,10.07,80.1,132.9,0,2.296,2.108,159.3,22.89,0.0,10.12,86.1,366.59999999999764,,
16624,347.0,2023-12-13,730.0,13.29,14.33,11.32,70.4,176.4,0,4.138,3.949,173.3,17.27,0.0,11.39,74.0,366.59999999999764,,
16625,347.0,2023-12-13,800.0,13.54,14.32,12.07,68.02,230.9,0,3.774,3.575,165.7,18.6,0.0,12.34,70.1,366.59999999999764,,
16626,347.0,2023-12-13,830.0,13.6,14.32,12.37,70.5,248.7,0,2.791,2.466,155.3,27.63,0.0,13.06,71.5,366.59999999999764,,
16627,347.0,2023-12-13,900.0,13.56,14.32,11.71,73.4,154.4,0,3.108,2.873,168.6,22.27,0.0,12.33,73.5,366.59999999999764,,
16628,347.0,2023-12-13,930.0,13.56,14.33,11.58,80.7,213.4,0,1.689,1.411,145.4,32.81,0.0,12.48,79.3,366.59999999999764,,
16629,347.0,2023-12-13,1000.0,13.7,14.34,12.27,82.4,316.5,0,1.238,1.095,146.4,27.24,0.0,13.48,79.8,366.59999999999764,,
16630,347.0,2023-12-13,1030.0,13.67,14.36,12.46,81.9,274.3,0,1.168,1.027,151,27.88,0.0,13.72,78.7,366.59999999999764,,
16631,347.0,2023-12-13,1100.0,13.76,14.38,12.29,79,267.1,0,1.364,1.292,170.8,18.38,0.0,13.5,76.6,366.59999999999764,,
16632,347.0,2023-12-13,1130.0,15.16,14.41,14.65,70.2,729,0,1.714,1.443,155.8,31.68,0.0,16.36,68.23,366.59999999999764,,
16633,347.0,2023-12-13,1200.0,16.43,14.44,17.79,60.85,1025,0,1.989,1.653,147.5,33.3,0.0,20.23,56.04,366.59999999999764,,
16634,347.0,2023-12-13,1230.0,15.34,14.48,18.14,58.21,790,0,1.431,1.125,156.4,37.46,0.0,20.64,52.6,366.59999999999764,,
16635,347.0,2023-12-13,1300.0,15.52,14.54,17.17,64.68,810,0,1.218,0.782,73.3,48.46,0.0,18.79,60.66,366.59999999999764,,
16636,347.0,2023-12-13,1330.0,15.43,14.61,18.39,61.04,909,0,1.229,0.753,109.7,50.32,0.0,19.42,59.07,366.59999999999764,,
16637,347.0,2023-12-13,1400.0,15.24,14.7,19.99,55.93,1019,0,1.237,0.849,150.4,45.31,0.0,21.22,53.64,366.59999999999764,,
16638,347.0,2023-12-13,1430.0,14.67,14.78,19.54,56.21,1030,0,1.23,0.852,146.3,44.68,0.0,21.34,52.2,366.59999999999764,,
16639,347.0,2023-12-13,1500.0,14.4,14.88,18.65,58.69,691.2,0,0.941,0.254,33.79,66.8,0.0,19.76,56.24,366.59999999999764,,
16640,347.0,2023-12-13,1530.0,14.47,14.98,17.95,62.22,845,0,1.321,0.945,354,43.11,0.0,19.27,59.28,366.59999999999764,,
16641,347.0,2023-12-13,1600.0,14.45,15.08,17.64,64.46,754,0,2.323,2.166,8.59,21.09,0.0,18.93,61.71,366.59999999999764,,
16642,347.0,2023-12-13,1630.0,14.41,15.17,17.62,65.35,664.1,0,2.66,2.58,11.76,14.07,0.0,18.9,62.67,366.59999999999764,,
16643,347.0,2023-12-13,1700.0,14.36,15.26,18.37,64.8,573.5,0,2.818,2.691,10.03,17.18,0.0,19.55,62.14,366.59999999999764,,
16644,347.0,2023-12-13,1730.0,14.2,15.33,17.66,67.15,476.4,0,3.794,3.69,8.01,13.41,0.0,18.61,64.69,366.59999999999764,,
16645,347.0,2023-12-13,1800.0,14.12,15.4,18.08,60.62,380.1,0,3.694,2.989,341.4,35.38,0.0,18.74,59.02,366.59999999999764,,
16646,347.0,2023-12-13,1830.0,13.87,15.45,19.81,46.33,284.1,0,2.951,2.612,282.6,27.47,0.0,20.42,44.88,366.59999999999764,,
16647,347.0,2023-12-13,1900.0,13.75,15.48,18.64,47.4,187.1,0,4.995,4.554,254.8,24.07,0.0,19.24,45.81,366.59999999999764,,
16648,347.0,2023-12-13,1930.0,13.41,15.51,17.66,48.83,97.7,0,5.959,5.534,255.9,21.64,0.0,18.12,47.53,366.59999999999764,,
16649,347.0,2023-12-13,2000.0,13.15,15.53,16.55,51.39,22.81,0,4.463,4.109,254.4,22.83,0.0,16.88,50.46,366.59999999999764,,
16650,347.0,2023-12-13,2030.0,13.02,15.53,15.82,52.52,2.448,0,4.473,4.122,251.3,22.67,0.0,16.05,51.94,366.59999999999764,,
16651,347.0,2023-12-13,2100.0,13.05,15.52,15.59,52.5,-0.034,0,4.675,4.389,248.6,20.05,0.0,15.82,51.9,366.59999999999764,,
16652,347.0,2023-12-13,2130.0,13.03,15.5,15.61,51.6,-0.057,0,4.534,4.181,250.3,22.58,0.0,15.84,51.03,366.59999999999764,,
16653,347.0,2023-12-13,2200.0,13.05,15.48,15.51,51.75,-0.029,0,3.833,3.556,256.3,21.76,0.0,15.72,51.21,366.59999999999764,,
16654,347.0,2023-12-13,2230.0,13.02,15.46,15.48,51.69,-0.01,0,3.686,3.439,252,20.94,0.0,15.68,51.18,366.59999999999764,,
16655,347.0,2023-12-13,2300.0,13.04,15.43,14.5,56.93,-0.013,0,1.32,1.003,236.1,38.83,0.0,14.64,56.3,366.59999999999764,,
16656,347.0,2023-12-13,2330.0,13.01,15.4,11.44,83.1,-0.049,0,1.422,1.345,159.6,18.39,0.0,11.59,80.0,366.59999999999764,,
16657,348.0,2023-12-14,0.0,13.02,15.36,11.28,92,-0.036,0,2.536,2.474,184.5,12.62,0.0,11.64,89.6,366.59999999999764,13.217687500000004,
16658,348.0,2023-12-14,30.0,12.98,15.33,11.53,92.9,-0.018,0,2.733,2.678,186.9,11.45,0.0,11.94,90.8,366.59999999999764,,
16659,348.0,2023-12-14,100.0,13.0,15.29,11.2,93.7,-0.142,0,2.097,2.05,190.6,12.04,0.0,11.6,91.7,366.59999999999764,,
16660,348.0,2023-12-14,130.0,12.97,15.25,11.26,93.3,-0.144,0,1.714,1.659,203,14.44,0.0,11.67,91.8,366.59999999999764,,
16661,348.0,2023-12-14,200.0,12.99,15.22,11.12,93.4,-0.079,0,1.122,1.082,203.4,15.12,0.0,11.54,91.9,366.59999999999764,,
16662,348.0,2023-12-14,230.0,12.95,15.19,11.22,92.7,-0.012,0,1.423,1.362,189.5,16.74,0.0,11.66,91.7,366.59999999999764,,
16663,348.0,2023-12-14,300.0,12.97,15.17,11.18,92.2,-0.015,0,1.011,0.98,178.5,13.85,0.0,11.64,91.1,366.59999999999764,,
16664,348.0,2023-12-14,330.0,12.94,15.15,11.07,92.3,-0.003,0,0.678,0.66,180.7,11.57,0.0,11.56,90.8,366.59999999999764,,
16665,348.0,2023-12-14,400.0,12.95,15.13,10.87,92.8,0,0,0.404,0.385,228,12.76,0.0,11.28,91.2,366.59999999999764,,
16666,348.0,2023-12-14,430.0,12.91,15.11,10.61,93.3,0.231,0,0.754,0.678,227,25.82,0.0,11.0,91.6,366.59999999999764,,
16667,348.0,2023-12-14,500.0,12.92,15.09,10.37,93.8,4.094,0,0.97,0.815,267.2,32.32,0.0,10.83,92.1,366.59999999999764,,
16668,348.0,2023-12-14,530.0,12.89,15.08,10.07,95.3,24.24,0,0.849,0.679,271.5,35.46,0.0,10.59,93.1,366.59999999999764,,
16669,348.0,2023-12-14,600.0,12.98,15.06,10.48,93.7,54.2,0,1.213,1.044,352,30.15,0.0,10.95,92.3,366.59999999999764,,
16670,348.0,2023-12-14,630.0,13.05,15.05,11.11,91.2,115.1,0,0.344,0.201,304.8,39.36,0.0,11.69,90.2,366.59999999999764,,
16671,348.0,2023-12-14,700.0,13.3,15.04,11.93,88.5,159.4,0,0.627,0.597,17.84,16.29,0.0,12.7,86.7,366.59999999999764,,
16672,348.0,2023-12-14,730.0,13.48,15.03,13.68,81.2,302.5,0,0.605,0.482,21.88,32.82,0.0,14.61,78.9,366.59999999999764,,
16673,348.0,2023-12-14,800.0,13.58,15.02,13.92,78.4,253.7,0,1.208,1.111,6.214,22.79,0.0,14.96,75.5,366.59999999999764,,
16674,348.0,2023-12-14,830.0,13.65,15.02,14.96,73,407.8,0,1.496,1.422,17.33,17.89,0.0,16.13,70.5,366.59999999999764,,
16675,348.0,2023-12-14,900.0,13.96,15.03,16.77,66.67,692.8,0,1.63,1.519,14.45,21.06,0.0,18.43,62.53,366.59999999999764,,
16676,348.0,2023-12-14,930.0,14.14,15.04,16.95,66.13,499.5,0,1.3,1.172,21.03,25.36,0.0,18.55,61.89,366.59999999999764,,
16677,348.0,2023-12-14,1000.0,15.8,15.07,18.31,62.73,963,0,1.517,1.306,14.69,29.99,0.0,20.17,58.09,366.59999999999764,,
16678,348.0,2023-12-14,1030.0,14.83,15.1,18.6,62.25,619.2,0,1.252,0.448,39.6,64.57,0.0,20.34,57.6,366.59999999999764,,
16679,348.0,2023-12-14,1100.0,14.43,15.15,18.39,64.84,427.8,0,1.188,0.786,115.4,46.89,0.0,19.33,62.24,366.59999999999764,,
16680,348.0,2023-12-14,1130.0,14.5,15.21,18.72,61.87,488.2,0,0.903,0.599,106.5,45.98,0.0,19.69,59.23,366.59999999999764,,
16681,348.0,2023-12-14,1200.0,14.53,15.27,18.13,63.45,566.7,0,0.93,0.795,23.34,29.33,0.0,19.54,59.69,366.59999999999764,,
16682,348.0,2023-12-14,1230.0,14.42,15.33,18.01,64.09,498.5,0,0.881,0.765,26.33,27.48,0.0,19.42,60.24,366.59999999999764,,
16683,348.0,2023-12-14,1300.0,14.38,15.39,17.82,65.51,426.7,0,1.188,1.072,19.72,25.02,0.0,19.06,62.27,366.59999999999764,,
16684,348.0,2023-12-14,1330.0,14.49,15.45,16.88,68.82,464.3,0,1.824,1.737,12.99,17.79,0.0,18.29,65.37,366.59999999999764,,
16685,348.0,2023-12-14,1400.0,14.71,15.51,17.02,68.81,508.8,0,1.789,1.711,19.53,16.91,0.0,18.51,65.24,366.59999999999764,,
16686,348.0,2023-12-14,1430.0,14.49,15.57,17.04,68.47,485.3,0,1.729,1.647,29.31,17.67,0.0,18.63,64.35,366.59999999999764,,
16687,348.0,2023-12-14,1500.0,14.57,15.62,16.58,69.12,502.4,0,2.249,2.157,16.77,16.39,0.0,17.98,65.57,366.59999999999764,,
16688,348.0,2023-12-14,1530.0,14.5,15.67,16.48,68.96,497.3,0,2.22,2.111,18.63,17.89,0.0,17.92,65.36,366.59999999999764,,
16689,348.0,2023-12-14,1600.0,14.38,15.72,16.13,69.79,380.5,0,2.181,2.095,19.22,16.13,0.0,17.47,66.47,366.59999999999764,,
16690,348.0,2023-12-14,1630.0,14.27,15.76,15.35,71.3,264.9,0,2.025,1.941,22.61,16.47,0.0,16.48,68.35,366.59999999999764,,
16691,348.0,2023-12-14,1700.0,14.23,15.81,14.46,73.7,192.4,0,1.875,1.807,30.7,15.46,0.0,15.57,70.6,366.59999999999764,,
16692,348.0,2023-12-14,1730.0,14.08,15.84,13.66,75.7,153.6,0,1.93,1.878,33.16,13.32,0.0,14.67,72.8,366.59999999999764,,
16693,348.0,2023-12-14,1800.0,14.06,15.87,13.19,77.5,107.9,0,1.807,1.739,18.97,15.65,0.0,13.99,75.3,366.59999999999764,,
16694,348.0,2023-12-14,1830.0,13.71,15.89,12.84,78.5,62.44,0,1.585,1.524,21.25,15.85,0.0,13.54,76.7,366.59999999999764,,
16695,348.0,2023-12-14,1900.0,13.45,15.9,12.45,79.9,41.08,0,1.833,1.779,13.22,14.02,0.0,13.04,78.3,366.59999999999764,,
16696,348.0,2023-12-14,1930.0,13.08,15.91,12.24,80.7,30.15,0,1.786,1.735,13.9,13.65,0.0,12.79,79.2,366.59999999999764,,
16697,348.0,2023-12-14,2000.0,13.02,15.9,11.97,82.2,6.947,0,1.683,1.646,14.79,12.01,0.0,12.46,80.9,366.59999999999764,,
16698,348.0,2023-12-14,2030.0,13.0,15.89,11.73,83.1,0.577,0,1.582,1.525,13.54,15.23,0.0,12.18,81.8,366.59999999999764,,
16699,348.0,2023-12-14,2100.0,13.03,15.88,11.64,83.5,-0.004,0,2.375,2.315,7.76,12.92,0.0,12.08,82.3,366.59999999999764,,
16700,348.0,2023-12-14,2130.0,13.01,15.86,11.59,83.9,0,0,2.11,2.067,4.322,11.57,0.0,12.03,82.7,366.59999999999764,,
16701,348.0,2023-12-14,2200.0,13.03,15.84,11.5,84.6,-0.003,0,2.246,2.198,4.938,11.83,0.0,11.94,83.3,366.59999999999764,,
16702,348.0,2023-12-14,2230.0,13.0,15.81,11.44,85.6,-0.077,0,2.355,2.307,4.965,11.6,0.0,11.88,84.3,366.59999999999764,,
16703,348.0,2023-12-14,2300.0,13.02,15.79,11.48,86,-0.106,0,2.387,2.326,7.5,12.88,0.0,11.92,84.7,366.59999999999764,,
16704,348.0,2023-12-14,2330.0,12.99,15.76,11.46,86.5,-0.004,0,2.273,2.21,5.025,13.48,0.0,11.88,85.2,366.59999999999764,,
16705,349.0,2023-12-15,0.0,13.01,15.74,11.41,86.1,0,0,2.645,2.594,3.671,11.25,0.0,11.83,84.9,366.59999999999764,13.683750000000003,
16706,349.0,2023-12-15,30.0,12.98,15.71,11.47,85.9,0,0,2.018,1.975,1.289,11.83,0.0,11.89,84.7,366.59999999999764,,
16707,349.0,2023-12-15,100.0,13.0,15.68,11.47,86.2,0,0,1.802,1.74,353.7,15.04,0.0,11.88,85.0,366.59999999999764,,
16708,349.0,2023-12-15,130.0,12.96,15.65,11.4,86.9,-0.018,0,1.181,1.139,1.3,15.24,0.0,11.83,85.7,366.59999999999764,,
16709,349.0,2023-12-15,200.0,12.98,15.63,11.37,86,-0.075,0,1.453,1.42,3.621,12.16,0.0,11.79,85.1,366.59999999999764,,
16710,349.0,2023-12-15,230.0,12.95,15.6,11.33,85.9,-0.092,0,1.177,1.146,1.13,12.43,0.0,11.77,84.8,366.59999999999764,,
16711,349.0,2023-12-15,300.0,12.96,15.58,11.14,85.9,-0.103,0,1.284,1.21,326.6,19.28,0.0,11.57,84.8,366.59999999999764,,
16712,349.0,2023-12-15,330.0,12.92,15.56,10.8,87.2,-0.093,0,0.994,0.933,305.8,20.05,0.0,11.16,86.0,366.59999999999764,,
16713,349.0,2023-12-15,400.0,12.92,15.54,10.36,89.4,-0.001,0,0.527,0.506,312.2,13.6,0.0,10.66,88.4,366.59999999999764,,
16714,349.0,2023-12-15,430.0,12.87,15.51,9.79,90.8,0.154,0,1.126,1.097,330.3,12.92,0.0,10.11,89.5,366.59999999999764,,
16715,349.0,2023-12-15,500.0,12.88,15.49,9.15,92.9,6.583,0,1.068,0.999,322.7,20.54,0.0,9.31,91.8,366.59999999999764,,
16716,349.0,2023-12-15,530.0,12.86,15.46,9.3,93.1,27.42,0,1.125,1.081,330.2,15.58,0.0,9.48,92.5,366.59999999999764,,
16717,349.0,2023-12-15,600.0,12.97,15.43,10.08,91.2,58.47,0,2.433,2.395,3.023,10.13,0.0,10.34,91.0,366.59999999999764,,
16718,349.0,2023-12-15,630.0,13.12,15.39,11.57,87.9,146.4,0,2.916,2.85,4.504,12.12,0.0,11.94,87.6,366.59999999999764,,
16719,349.0,2023-12-15,700.0,13.45,15.36,14.23,74.9,201.9,0,2.473,2.41,0.776,13,0.0,14.65,74.9,366.59999999999764,,
16720,349.0,2023-12-15,730.0,13.47,15.33,16.68,63.3,197.8,0,1.129,0.753,10.49,45.87,0.0,17.2,64.37,366.59999999999764,,
16721,349.0,2023-12-15,800.0,13.48,15.31,19.06,39.87,149.3,0,2.435,2.167,276.6,26.85,0.0,19.3,40.12,366.59999999999764,,
16722,349.0,2023-12-15,830.0,13.35,15.3,19.05,37.73,95.1,0,3.052,2.763,261.7,24.93,0.0,19.37,37.24,366.59999999999764,,
16723,349.0,2023-12-15,900.0,13.31,15.3,18.95,39.18,69.18,0,2.221,1.948,287.3,28.38,0.0,19.23,38.91,366.59999999999764,,
16724,349.0,2023-12-15,930.0,13.24,15.3,18.55,44.6,90,0,1.906,1.552,274.9,34.93,0.0,18.84,44.78,366.59999999999764,,
16725,349.0,2023-12-15,1000.0,13.33,15.3,18.3,49.19,113.3,0,2.748,2.373,281.1,29.92,0.0,18.41,50.01,366.59999999999764,,
16726,349.0,2023-12-15,1030.0,13.37,15.3,18.82,49.7,120.1,0,2.926,2.49,270.7,31.07,0.0,19.07,49.95,366.59999999999764,,
